Share Symbol,Share Price,Allocated Units,Weights,Holding Units,Entry Units,Exit Units
YNHPROP,4.95,0.0,-0.0,300.0,0.0,0.0
AMBANK,4.04,700.0,0.046970438455086805,0.0,700.0,0.0
PBBANK,4.25,900.0,0.0668341051849269,2100.0,0.0,1200.0
MISC,7.14,0.0,0.0,700.0,0.0,700.0
PADINI,3.38,11800.0,0.6321546302574252,8100.0,3700.0,0.0
QL,5.48,2900.0,0.254040826102561,2600.0,300.0,0.0
YINSON,2.49,0.0,0.0,0.0,0.0,0.0
