Share Symbol,Share Price,Allocated Units,Weights,Holding Units,Entry Units,Exit Units
YNHPROP,4.74,10600.0,0.5265239329060414,5400.0,5200.0,0.0
AMBANK,4.06,0.0,0.0,0.0,0.0,0.0
PBBANK,4.3,0.0,0.0,0.0,0.0,0.0
MISC,7.19,0.0,0.0,0.0,0.0,0.0
PADINI,3.37,13400.0,0.4734760670939585,4800.0,0.0,0.0
QL,5.8,0.0,0.0,0.0,0.0,0.0
YINSON,2.5,0.0,-0.0,1500.0,0.0,1500.0
