Share Symbol,Share Price,Allocated Units,Weights,Holding Units,Entry Units,Exit Units
YNHPROP,4.46,1100.0,0.20147472287167884,900.0,200.0,0.0
AMBANK,4.03,1200.0,0.19891633312943918,700.0,500.0,0.0
PBBANK,4.32,1400.0,0.2475192603807865,800.0,600.0,0.0
MISC,7.3,100.0,0.057358795283597726,700.0,0.0,600.0
PADINI,3.41,1700.0,0.24280099534942806,1000.0,700.0,0.0
QL,5.79,200.0,0.04739449088417623,700.0,0.0,500.0
YINSON,2.47,0.0,0.004535402100893566,300.0,0.0,300.0
