Share Symbol,Share Price,Allocated Units,Weights,Holding Units,Entry Units,Exit Units
YNHPROP,4.33,12200.0,0.886324491904926,15900.0,0.0,3700.0
AMBANK,4.06,0.0,0.0,0.0,0.0,0.0
PBBANK,4.35,0.0,0.0,0.0,0.0,0.0
MISC,7.25,0.0,0.0,0.0,0.0,0.0
PADINI,3.38,0.0,0.0,200.0,0.0,200.0
QL,5.78,0.0,0.0,0.0,0.0,0.0
YINSON,2.45,2700.0,0.11367550809507411,0.0,2700.0,0.0
