Share Symbol,Share Price,Allocated Units,Weights,Holding Units,Entry Units,Exit Units
YNHPROP,4.98,0.0,0.0,0.0,0.0,0.0
AMBANK,4.04,200.0,0.035188527595250145,0.0,200.0,0.0
PBBANK,4.25,0.0,0.0,0.0,0.0,0.0
MISC,7.1,200.0,0.059963619955442055,0.0,200.0,0.0
PADINI,3.54,6300.0,0.9048478524493078,0.0,6300.0,0.0
QL,5.63,0.0,0.0,0.0,0.0,0.0
YINSON,2.5,0.0,0.0,0.0,0.0,0.0
