Share Symbol,Share Price,Allocated Units,Weights,Holding Units,Entry Units,Exit Units
YNHPROP,4.72,5400.0,0.5547808073326549,3700.0,1700.0,0.0
AMBANK,4.0,0.0,0.0,700.0,0.0,700.0
PBBANK,4.26,0.0,0.0,0.0,0.0,0.0
MISC,7.13,0.0,0.0,500.0,0.0,500.0
PADINI,3.42,4800.0,0.3602097028052955,11100.0,0.0,6300.0
QL,5.67,0.0,0.0,1800.0,0.0,1800.0
YINSON,2.48,1500.0,0.08500948986204974,0.0,1500.0,0.0
