Share Symbol,Share Price,Allocated Units,Weights,Holding Units,Entry Units,Exit Units
YNHPROP,4.55,21100.0,0.9349670122525932,12200.0,8900.0,0.0
AMBANK,4.07,0.0,0.0,0.0,0.0,0.0
PBBANK,4.34,0.0,0.0,0.0,0.0,0.0
MISC,7.3,0.0,0.0,0.0,0.0,0.0
PADINI,3.39,0.0,0.0,0.0,0.0,0.0
QL,5.78,0.0,0.0,0.0,0.0,0.0
YINSON,2.47,2700.0,0.06503298774740675,2700.0,0.0,0.0
