Share Symbol,Share Price,Allocated Units,Weights,Holding Units,Entry Units,Exit Units
YNHPROP,4.31,15900.0,0.9896580573135295,10600.0,5300.0,0.0
AMBANK,4.05,0.0,0.0,0.0,0.0,0.0
PBBANK,4.31,0.0,0.0,0.0,0.0,0.0
MISC,7.25,0.0,0.0,0.0,0.0,0.0
PADINI,3.4,200.0,0.010341942686470484,4800.0,0.0,4600.0
QL,5.77,0.0,0.0,0.0,0.0,0.0
YINSON,2.52,0.0,0.0,0.0,0.0,0.0
