Share Symbol,Share Price,Allocated Units,Weights,Holding Units,Entry Units,Exit Units
YNHPROP,4.95,300.0,0.030647956110316402,0.0,300.0,0.0
AMBANK,4.02,1100.0,0.07503465116663839,0.0,0.0,0.0
PBBANK,4.24,2100.0,0.14103735358173694,300.0,1800.0,0.0
MISC,7.1,700.0,0.08433363868325075,200.0,500.0,0.0
PADINI,3.43,8100.0,0.4393856015431031,10100.0,0.0,2000.0
QL,5.47,2600.0,0.22956079891495448,1900.0,700.0,0.0
YINSON,2.48,0.0,0.0,0.0,0.0,0.0
